;Action;Name;Features;Service;Source;VR Instance;Destination;User;Schedule;QoS;IPS Policy;Usage
183;Pass Client;Allow-Kunden-to-SAP-Router;;TCP  3299;Ref: net-192-168-100-0-vedes-netz1 , Ref: net-10-9-10-0-Consinto-Service-Netz-auf-ASA , Ref: net-10-9-1-Consinto-SAP-Server , Ref: net-10-1-25-GIM-SAP-Server , Ref: net-10-1-26-GMC-I-SAP-Server , Ref: h-172.16.250.160-dessapgpd , Ref: h-172.16.250.161-dessapgpp , Ref: h-172.16.250.162-dbssapwdp , 10.113.0.0/16 10.1.25.0/24, 10.1.26.0/24, 10.113.0.0/16, 10.9.1.0/24, 10.9.10.0/24, 172.16.250.160, 172.16.250.161, 172.16.250.162, 192.168.100.0/24;Source: default Destination: default;Ref: h-194.145.239.3-tha-as000339 194.145.239.3;Any ;Always ;No-Shaping ;Default ;
184;Pass Client;Allow-HTTP-HTTPS-World-Bugzilla;;HTTP+S TCP  443, TCP  80;Ref: World 0.0.0.0/0;Source: default Destination: default;Ref: h-194.145.239.10-tha--lnn__a.thales-ims.de 194.145.239.10;Any ;Always ;No-Shaping ;Default ;
185;Pass Client;Allow-DNS-to-DNS-Server-Cosinto-Nuernberg;;Ref: DNS , Ref: DNS-TCP TCP  53, UDP  53;Ref: World 0.0.0.0/0;Source: default Destination: default;Ref: h-194.145.239.53-ns3.consinto.de 194.145.239.53;Any ;Always ;No-Shaping ;Default ;
186;Pass Client;Allow-Windows-SHARE-to-DMZ;;Ref: MS-NETBIOS , Ref: WINRPC445 , Ref: NCP TCP  139, TCP  445, TCP  524, UDP  137, UDP  138;Ref: net-10-4-11-GSS-Kopfbau , Ref: net-10-1-13-Citrix-Server , Ref: net-10-1-6-Transfernetz-Internet , Ref: h-10.8.21.229-tha-pc003197 , Ref: h-10.8.21.65-tha-pc005177 , Ref: net-10-9-15-Consinto-Clients-Nbg , Ref: h-10.1.2.81-tha-as000381 10.1.13.0/24, 10.1.2.81, 10.1.6.0/24, 10.4.11.0/24, 10.8.21.229, 10.8.21.65, 10.9.15.0/24;Source: default Destination: default;net-194-145-239-0-DMZ-Netz 194.145.239.0/25;Any ;Always ;No-Shaping ;Default ;
187;Pass Client;Allow-DNS-to-Nefkom-und-Arcor-DNS-Server;;Ref: DNS , Ref: DNS-TCP TCP  53, UDP  53;Ref: h-194.145.239.44-tha-as000756 , Ref: h-194.145.239.53-ns3.consinto.de , Ref: h-194.145.239.250-tha-fw-inet 194.145.239.250, 194.145.239.44, 194.145.239.53;Source: default Destination: default;g-DNS-Forwarder 145.253.2.11, 145.253.2.75, 194.150.191.79, 194.8.57.15, 212.114.152.1, 212.114.153.1;Any ;Always ;No-Shaping ;Default ;
188;Pass Client;Allow-Access-World-to-Groupswise-Server;;TCP  1667;World 0.0.0.0/0;Source: default Destination: default;h-194.145.239.34-tha-gbsmail 194.145.239.34;Any ;Always ;No-Shaping ;Default ;
189;Pass Client;Allow-Remote-TokenAuthentication;;secureid-udp UDP  5500;h-10.1.6.106-tha-as000106 10.1.6.106;Source: default Destination: default;h-194.145.239.7-tha-as001055 194.145.239.7;Any ;Always ;No-Shaping ;Default ;
190;Pass Client;Allow-IT-Net-SSH-HTTPS-to-vsp-and-sentry-gossen;;Ref: SSH , Ref: HTTPS , Ref: HTTPS-8443 TCP  22, TCP  443, TCP  8443;Ref: net-10-9-15-Consinto-Clients-Nbg 10.9.15.0/24;Source: default Destination: default;Ref: h-194.145.239.66-vsp.gossenmetrawatt.com 194.145.239.66;Any ;Always ;No-Shaping ;Default ;
191;Pass Client;Allow-IT-Net-snmp-to-DMZ;;snmp UDP  161;net-10-9-15-Consinto-Clients-Nbg 10.9.15.0/24;Source: default Destination: default;net-194-145-239-0-DMZ-Netz 194.145.239.0/25;Any ;Always ;No-Shaping ;Default ;
192;Pass Client;Allow-IT-Net-Compaq-for-CIM-to-DMZ-Rechner;;TCP  2301 , TCP  2381;net-10-9-15-Consinto-Clients-Nbg 10.9.15.0/24;Source: default Destination: default;Ref: h-194.145.239.40-con-as000329 , Ref: h-194.145.239.39-loadbalancer-39 , Ref: h-194.145.239.53-ns3.consinto.de , Ref: h-194.145.239.51-tha-as000325 , Ref: h-194.145.239.54-tha-as000326 194.145.239.39, 194.145.239.40, 194.145.239.51, 194.145.239.53, 194.145.239.54;Any ;Always ;No-Shaping ;Default ;
193;Pass Client;Allow-from-EPO-Thales-to-DMZ;;Port-8081 TCP  8081;h-10.1.21.64-tha-as000364 10.1.21.64;Source: default Destination: default;net-194-145-239-0-DMZ-Netz 194.145.239.0/25;Any ;Always ;No-Shaping ;Default ;
194;Pass Client;Allow-Omni-Backup-to-DMZ;;TCP  5555 , Ref: Port-3389 TCP  3389, TCP  5555;Ref: h-10.1.2.170-tha-DPC01 , Ref: h-10.1.2.171-tha-DPS01 , Ref: h-10.1.2.172-tha-DPS02 , Ref: h-10.1.2.173-tha-DPS03 , Ref: h-10.1.2.174-tha-DPI01 10.1.2.170, 10.1.2.171, 10.1.2.172, 10.1.2.173, 10.1.2.174, 192.168.18.170, 192.168.18.171, 192.168.18.172, 192.168.18.173, 192.168.18.174;Source: default Destination: default;net-194-145-239-0-DMZ-Netz 194.145.239.0/25;Any ;Always ;No-Shaping ;Default ;
195;Pass Client;Allow-ssh-from-Intranet-to-DMZ;;SSH TCP  22;Ref: g-INTRANET , Ref: net-192-168-19-I-Prosys 10.0.0.0/8, 192.168.19.0/24;Source: default Destination: default;net-194-145-239-0-DMZ-Netz 194.145.239.0/25;Any ;Always ;No-Shaping ;Default ;
196;Deny ;Deny-ssh-from-some-Internet-IPs;;SSH TCP  22;h-82.113.44.186 82.113.44.186;Source: default ;Ref: h-194.145.239.9-tha-as000386.thales-ims.de , Ref: h-194.145.239.40-con-as000329 , Ref: h-194.145.239.16-tha-as000336 , Ref: h-194.145.239.51-tha-as000325 194.145.239.16, 194.145.239.40, 194.145.239.51, 194.145.239.9;Any ;Always ;N.A. ;N.A. ;
197;Pass Client;Allow-ssh-to-some-DMZ-workstations;;SSH TCP  22;World 0.0.0.0/0;Source: default Destination: default;Ref: h-194.145.239.16-tha-as000336 194.145.239.16;Any ;Always ;No-Shaping ;Default ;
198;Pass Client;Allow-Smtp-to-Mailserver-intern;;SMTP TCP  25;Ref: Private 10 , Ref: Private 172 , Ref: net-194-145-239-0-DMZ-Netz , Ref: net-185.213.35.0-Services , 116.203.149.200 , 153.92.196.106 , Ref: Private 192 , 185.213.32.0/22 , 94.134.213.180 10.0.0.0/8, 116.203.149.200, 153.92.196.106, 172.16.0.0/12, 185.213.32.0/22, 185.213.35.0/24, 192.168.0.0/16, 194.145.239.0/25, 94.134.213.180;Source: default Destination: default;Ref: h-194.145.239.25-smtp.thales-ims.de 194.145.239.25;Any ;Always ;No-Shaping ;1 No Scan ;
199;Pass Client;Allow-Smtp-to-Mailserver;;SMTP TCP  25;World 0.0.0.0/0;Source: default Destination: default;Ref: g-Webshield 194.145.239.61, 194.145.239.62, 194.145.239.63;Any ;Always ;No-Shaping ;1 No Scan ;
200;Pass Client;Allow-lotus-to-Lotusserver;;Ref: lotus TCP  1352;Ref: net-10-1-13-Citrix-Server , Ref: net-10-9-15-Consinto-Clients-Nbg 10.1.13.0/24, 10.9.15.0/24;Source: default Destination: default;Ref: h-194.145.239.73-tha-lnn__4.thales-ims.de 194.145.239.73;Any ;Always ;No-Shaping ;Default ;
201;Pass Client;Allow-Lotus-Notes-to-lnn4;;lotus TCP  1352;World 0.0.0.0/0;Source: default Destination: default;h-194.145.239.10-tha--lnn__a.thales-ims.de 194.145.239.10;Any ;Always ;No-Shaping ;Default ;
202;Pass Client;Allow-EPO-Access-to-Webshield;;TCP  81 , Ref: tcp-highports TCP  1024-65535, TCP  81;Ref: h-10.1.6.158-tha-as000158 , Ref: net-10-9-15-Consinto-Clients-Nbg 10.1.6.158, 10.9.15.0/24;Source: default Destination: default;g-Webshield 194.145.239.61, 194.145.239.62, 194.145.239.63;Any ;Always ;No-Shaping ;Default ;
203;Pass Client;Allow-Citrix-Administration;;Citrix-Ports TCP  3000-3005, TCP  3011, TCP  3012, TCP  3013, TCP  3389, TCP  5520, TCP  5530, TCP  5550, UDP  161, UDP  5500;Ref: net-10-1-13-Citrix-Server , Ref: g-Citrix-Delphi , Ref: h-10.112.36.104-tha-c21l46srv104-exchange , Ref: h-10.1.2.101-tha-as000101 , Ref: net-10-9-15-Consinto-Clients-Nbg 10.1.13.0/24, 10.1.2.101, 10.112.36.104, 10.238.216.230, 10.238.216.231, 10.9.15.0/24;Source: default Destination: default;g-Citrix-DMZ 194.145.239.5, 194.145.239.58, 194.145.239.7;Any ;Always ;No-Shaping ;Default ;
204;Pass Client;Allow-Access-to-SAP-Router;;TCP  3299 , Ref: HTTP , TCP  8081-8099 TCP  3299, TCP  80, TCP  8081-8099;World 0.0.0.0/0;Source: default Destination: default;h-194.145.239.74-tha-as000621 194.145.239.74;Any ;Always ;No-Shaping ;Default ;
205;Pass Client;Allow-Access-to-shared-FTP-Server;;Ref: FTP TCP  21;World 0.0.0.0/0;Source: default Destination: default;Ref: h-194.145.239.38-ftp.grundig.de , 194.145.239.33 , Ref: h-194.145.239.41-con-as000325 , 194.145.239.39 194.145.239.33, 194.145.239.38, 194.145.239.39, 194.145.239.41;Any ;Always ;No-Shaping ;Default ;
206;Pass Client;Allow-Intranet-to-FTP-Proxy;;FTP TCP  21;Ref: g-INTRANET , Ref: net-192-168-19-I-Prosys 10.0.0.0/8, 192.168.19.0/24;Source: default Destination: default;Ref: g-Webshield , Ref: h-194.145.239.76-as000337.thales-ims.de-ftp-Proxy , Ref: h-194.145.239.21-ftp-proxy-test.thales-ims.de 194.145.239.21, 194.145.239.61, 194.145.239.62, 194.145.239.63, 194.145.239.76;Any ;Always ;No-Shaping ;Default ;
207;Pass Client;Allow-LDAP-from-Admin-Netz-to-Lotus-Notes;;LDAP TCP  389, UDP  389;Ref: h-10.1.6.13-tha-as000316.thales-ims.de , Ref: net-10-9-15-Consinto-Clients-Nbg 10.1.6.13, 10.9.15.0/24;Source: default Destination: default;h-194.145.239.73-tha-lnn__4.thales-ims.de 194.145.239.73;Any ;Always ;No-Shaping ;Default ;
208;Pass Client;Allow-Access-from-Intranet-to-Web-as000726;;Ref: HTTP , Ref: Port-8080 TCP  80, TCP  8080;Ref: g-GIM-Networks-alt , Ref: net-10-15-224-VPN-Clients , Ref: net-10-1-13-Citrix-Server , Ref: net-10-9-15-Consinto-Clients-Nbg 10.1.13.0/24, 10.1.25.0/24, 10.102.1.0/24, 10.104.1.0/24, 10.106.1.0/24, 10.107.1.0/24, 10.131.46.0/29, 10.15.224.0/19, 10.49.150.0/24, 10.49.151.0/24, 10.49.152.0/24, 10.49.153.0/24, 10.49.154.0/24, 10.49.160.0, 10.6.1.0/24, 10.6.16.0/24, 10.6.3.0/24, 10.6.4.0/24, 10.6.5.0/24, 10.8.21.0/24, 10.9.15.0/24, 10.96.16.0/24, 10.96.48.0/24, 10.97.1.0/24, 10.98.16.0/24, 10.99.1.0/24;Source: default Destination: default;Ref: h-194.145.239.12-tha-as000726 194.145.239.12;Any ;Always ;No-Shaping ;Default ;
209;Pass Client;Allow-Internet-to-Sinnleffers-Webserver;;Ref: HTTP+S TCP  443, TCP  80;Ref: Any 0.0.0.0/0;Source: default Destination: default;Ref: h-194.145.239.117-SLWEBNUE01 194.145.239.117;Any ;Always ;No-Shaping ;Default ;
210;Pass Client;Allow-Nexum-Dienstleister-to-SLWEBNUE01;;Ref: HTTP+S , Ref: SSH TCP  22, TCP  443, TCP  80;Ref: h-195.227.236.39-Nexum-extern-Dienstleister , Ref: h-93.122.81.193-Woehrl-Internet-Breakout 195.227.236.39, 93.122.81.193;Source: default Destination: default;Ref: h-194.145.239.117-SLWEBNUE01 194.145.239.117;Any ;Always ;No-Shaping ;Default ;
211;Pass Client;Allow-HTTP-plus-S-World-to-Citrix-Sinnleffers-DMZ;;Ref: HTTP+S TCP  443, TCP  80;World 0.0.0.0/0;Source: default Destination: default;Ref: h-194.145.239.107-Citrix-Sinnleffers-Netscaler 194.145.239.107;Any ;Always ;No-Shaping ;Default ;
212;Pass Client;Allow-HTTPS-World-to-Citrix-DMZ;;HTTPS TCP  443;World 0.0.0.0/0;Source: default Destination: default;g-Citrix-DMZ 194.145.239.5, 194.145.239.58, 194.145.239.7;Any ;Always ;No-Shaping ;Default ;
213;Pass Client;Allow-Internet-to-vsp-gossenmetrawatt-com;;Ref: HTTPS , Ref: MobileIron VSP , Ref: Port-8080 , TCP  9125 , TCP  9126 TCP  443, TCP  8080, TCP  9125, TCP  9126, TCP  9997-9998;Ref: Internet 0.0.0.0/0, NOT 10.0.0.0/8, NOT 172.16.0.0/12, NOT 192.168.0.0/16;Source: default Destination: default;h-194.145.239.66-vsp.gossenmetrawatt.com 194.145.239.66;Any ;Always ;No-Shaping ;Default ;
214;Pass Client;Allow-Internet-to-sentry-gossenmetrawatt-com;;Ref: HTTPS , TCP  9125 , TCP  9125 TCP  443, TCP  9125;Ref: Internet 0.0.0.0/0, NOT 10.0.0.0/8, NOT 172.16.0.0/12, NOT 192.168.0.0/16;Source: default Destination: default;Ref: h-194.145.239.8-sentry2.gossenmetrawatt.com 194.145.239.8;Any ;Always ;No-Shaping ;Default ;
215;Pass Client;Allow-from-Privat-Net-DMZ-INET-to-Syslog-Server;;Ref: Port-514 , Ref: SYSLOG TCP  514, UDP  514;Ref: Private 192 , Ref: Private 172 , Ref: Private 10 , Ref: net-194-145-239-0-DMZ-Netz , Ref: net-194-145-239-224-INET-Netz 10.0.0.0/8, 172.16.0.0/12, 192.168.0.0/16, 194.145.239.0/25, 194.145.239.224/27;Source: default Destination: default;Ref: h-172.16.250.250-Syslog-Server in der DMZ , Ref: h-172.16.250.251-DBSLOGNUE01 172.16.250.250, 172.16.250.251;Any ;Always ;No-Shaping ;Default ;
216;Pass Original Source IP;Allow-BlueCopy-to-ESS-Systeme;;Ref: SSH , Ref: nfs TCP , TCP  2049, TCP  22, UDP  2049;Ref: h-10.9.10.59-dbssapbsc01 10.9.10.59;Source: default Destination: default;Ref: g-SAP-ESS-Server 172.16.250.160, 172.16.250.161, 172.16.250.162, 172.16.250.163;Any ;Always ;No-Shaping ;Default ;
217;Pass Original Source IP;Allow-Backup-to-ESS-Systeme;;Ref: SSH , TCP  5555 TCP  22, TCP  5555;Ref: h-10.9.10.191-dpc801 , Ref: h-10.9.10.196-dpi801 10.9.10.191, 10.9.10.196;Source: default Destination: default;Ref: g-SAP-ESS-Server 172.16.250.160, 172.16.250.161, 172.16.250.162, 172.16.250.163;Any ;Always ;No-Shaping ;Default ;
218;Pass Original Source IP;Allow-Adminpc-to-ESS-Systeme;;Ref: Kerberos UDP  88;Ref: h-10.9.10.50-ADMDCNUE01 , Ref: h-10.9.10.55-ADMDCNUE02 10.9.10.50, 10.9.10.55;Source: default Destination: default;Ref: g-SAP-ESS-Server 172.16.250.160, 172.16.250.161, 172.16.250.162, 172.16.250.163;Any ;Always ;No-Shaping ;Default ;
219;Pass Original Source IP;Allow-HRCOM-to-ESS-Systeme;;TCP  3200 , TCP  3300 , TCP  8000 , TCP  44300;Ref: net-192-168-11-HRCOM-LAN-to-Consito 192.168.11.0/24;Source: default Destination: default;Ref: g-SAP-ESS-Server 172.16.250.160, 172.16.250.161, 172.16.250.162, 172.16.250.163;Any ;Always ;No-Shaping ;Default ;
220;Pass Original Source IP;Allow-Client-to-ESS-Systeme;;TCP  3200 , TCP  3300 , TCP  8000 , TCP  44300;Ref: net-10-9-15-Consinto-Clients-Nbg , Ref: net-10-9-20-Consinto-Siegburg , Ref: net-10-9-19-Consinto-Leipzig , Ref: net-10-9-23-Consinto-Ismaning , Ref: net-10-9-18-Consinto-Berlin , Ref: net-10-9-16-Consinto-Rostock , Ref: net-10-9-22-Consinto-Korntal , Ref: net-10-9-24-Consinto-Kronberg , Ref: net-10-9-27-Consinto-Hamburg-Client-Netz 10.9.15.0/24, 10.9.16.0/24, 10.9.18.0/24, 10.9.19.0/24, 10.9.20.0/24, 10.9.22.0/24, 10.9.23.0/24, 10.9.24.0/24, 10.9.27.0/24;Source: default Destination: default;Ref: g-SAP-ESS-Server 172.16.250.160, 172.16.250.161, 172.16.250.162, 172.16.250.163;Any ;Always ;No-Shaping ;Default ;
221;Pass Original Source IP;Allow-RMC-to-ESS-Systeme;;TCP  657 , UDP  657;Ref: h-10.1.25.11-hmc , Ref: h-10.1.25.21-hmc 10.1.25.11, 10.1.25.21;Source: default Destination: default;Ref: g-SAP-ESS-Server 172.16.250.160, 172.16.250.161, 172.16.250.162, 172.16.250.163;Any ;Always ;No-Shaping ;Default ;
222;Pass Original Source IP;Allow-CloudConnector-to-ESS-Systeme;;Ref: Port-44300 TCP  44300;Ref: h-10.9.10.122-dbscloudco01 10.9.10.122;Source: default Destination: default;Ref: g-SAP-ESS-Server 172.16.250.160, 172.16.250.161, 172.16.250.162, 172.16.250.163;Any ;Always ;No-Shaping ;Default ;
223;Pass Original Source IP;Allow-Nimsrv-to-ESS-Systeme;;Ref: SSH TCP  22;Ref: h-10.1.25.119-tha-saprouter , Ref: h-10.9.1.119-nimsrv-rz2-consinto , Ref: h-10.1.25.219-nimsrv-rz3 , Ref: h-10.9.1.219-nimsrv-rz3 10.1.25.119, 10.1.25.219, 10.9.1.119, 10.9.1.219;Source: default Destination: default;Ref: g-SAP-ESS-Server 172.16.250.160, 172.16.250.161, 172.16.250.162, 172.16.250.163;Any ;Always ;No-Shaping ;Default ;
224;Pass Original Source IP;Allow-SAP-Router-to-ESS-Systeme;;TCP  3200 , TCP  3300 , TCP  8000 , TCP  44300;Ref: h-194.145.239.3-tha-as000339 194.145.239.3;Source: default Destination: default;Ref: g-SAP-ESS-Server 172.16.250.160, 172.16.250.161, 172.16.250.162, 172.16.250.163;Any ;Always ;No-Shaping ;Default ;
225;Pass Original Source IP;Allow-Citrix-to-ESS-Systeme;;TCP  3200 , TCP  3300 , TCP  8000 , TCP  44300;Ref: h-10.9.10.101-contsnue01 , Ref: h-10.9.10.102-contsnue02 , Ref: g-DGBS-Citrix-Server-NEU 10.9.0.156, 10.9.0.157, 10.9.0.181, 10.9.0.182, 10.9.0.183, 10.9.0.184, 10.9.0.185, 10.9.0.186, 10.9.0.187, 10.9.0.188, 10.9.0.189, 10.9.0.207, 10.9.0.208, 10.9.0.210, 10.9.0.214, 10.9.0.215, 10.9.0.216, 10.9.10.101, 10.9.10.102;Source: default Destination: default;Ref: g-SAP-ESS-Server 172.16.250.160, 172.16.250.161, 172.16.250.162, 172.16.250.163;Any ;Always ;No-Shaping ;Default ;
226;Pass Original Source IP;Allow-Internet-to-Nordex-Fiori;;Ref: HTTP+S TCP  443, TCP  80;Ref: h-82.199.62.14-VICARLI-Nordex , Ref: h-82.199.32.76-efactura.crenergia.com , 92.118.101.30 , 92.118.101.32 82.199.32.76, 82.199.62.14, 92.118.101.30, 92.118.101.32;Source: default Destination: default;Ref: h-194.145.239.19-con-ptnue01 194.145.239.19;Any ;Always ;No-Shaping ;Default ;
227;Pass Original Source IP;Allow-SECNAGNUE01-to-SECADWP;;Ref: ICMP , TCP  5666 , Ref: Nagios-to-Client ECHO , TCP  12489, TCP  5666;10.113.6.201 ;Source: default Destination: default;Ref: h-172.16.250.119 172.16.250.119;Any ;Always ;No-Shaping ;Default ;
228;Pass Original Source IP;Allow-SECADFSNUE01-to-SECADWP;;TCP  5985 , TCP  5986 , Ref: WINRPC135 TCP  135, TCP  5985, TCP  5986;Ref: h-10.113.6.58-SECADFSNUE01 10.113.6.58;Source: default Destination: default;Ref: h-172.16.250.119 172.16.250.119;Any ;Always ;No-Shaping ;Default ;
230;Pass Client;Allow-HTTPS-from-SECAD-to-SECADWP;;Ref: ICMP , Ref: HTTPS ECHO , TCP  443;Ref: h-10.113.6.58-SECADFSNUE01 10.113.6.58;Source: default Destination: default;Ref: h-172.16.250.119 172.16.250.119;Any ;Always ;No-Shaping ;Default ;
231;Pass Client;Allow-HTTP-HTTPS-from-Intranet-to-DMZ;;Ref: HTTP+S TCP  443, TCP  80;Ref: Private 10 , Ref: Private 172 , Ref: Private 192 10.0.0.0/8, 172.16.0.0/12, 192.168.0.0/16;Source: default Destination: default;net-194-145-239-0-DMZ-Netz 194.145.239.0/25;Any ;Always ;No-Shaping ;Default ;
232;Pass Client;Allow-icmp-between-DMZ-and-Intranet;;ICMP ECHO ;World 0.0.0.0/0;Source: default Destination: default;Ref: net-194-145-239-0-DMZ-Netz , Ref: net-194-145-239-224-INET-Netz 194.145.239.0/25, 194.145.239.224/27;Any ;Always ;No-Shaping ;Default ;
233;Pass Client;Allow-NETBIOS-from-Omni-Backup-to-DMZ;;Ref: WINRPC445 , Ref: MS-NETBIOS TCP  139, TCP  445, UDP  137, UDP  138;Ref: h-10.1.2.181-tha-as000711 , Ref: h-10.1.2.170-tha-DPC01 10.1.2.170, 10.1.2.181, 192.168.18.170;Source: default Destination: default;net-194-145-239-0-DMZ-Netz 194.145.239.0/25;Any ;Always ;No-Shaping ;Default ;
234;Pass Client;Allow-as000101-to-DMZ-NetIQ;;Ref: Port-9998 , Ref: Port-9999 TCP  9998, TCP  9999;h-10.1.2.101-tha-as000101 10.1.2.101;Source: default Destination: default;net-194-145-239-0-DMZ-Netz 194.145.239.0/25;Any ;Always ;No-Shaping ;Default ;
235;Pass Client;Allow-SAP-Router---SAP-Systeme-to-and-from;;Ref: RDP , TCP  53100 , TCP  8031 , Ref: sapdp , Ref: sapgw , TCP  8000 , TCP  50000 , TCP  55000 , TCP  53500 , TCP  44380 , TCP  8010 , TCP  56000 , TCP  8050 TCP  3200-3299, TCP  3300-3399, TCP  3389, TCP  44380, TCP  50000, TCP  53100, TCP  53500, TCP  55000, TCP  56000, TCP  8000, TCP  8010, TCP  8031, TCP  8050;Ref: net-10 , Ref: net-192-168-100-0-vedes-netz1 , NOT 10.118.0.0/16 10.0.0.0/8, 192.168.100.0/24, NOT 10.118.0.0/16;Source: default Destination: default;Ref: h-194.145.239.3-tha-as000339 , Ref: h-194.145.239.9-tha-as000386.thales-ims.de 194.145.239.3, 194.145.239.9;Any ;Always ;No-Shaping ;Default ;
236;Pass Client;Allow-SAP-Walldorf-----SAP-Router-Thales-Nbg;;TCP  3299 , Ref: RDP , Ref: sapgw TCP  3299, TCP  3300-3399, TCP  3389;Ref: h-194.39.131.34-tha-sapserv2 , Ref: h-194.117.106.129-sapserv1 , Ref: h-194.117.106.130-sapgate9 194.117.106.129, 194.117.106.130, 194.39.131.34;Source: default Destination: default;Ref: h-194.145.239.3-tha-as000339 , Ref: h-194.145.239.9-tha-as000386.thales-ims.de 194.145.239.3, 194.145.239.9;Any ;Always ;No-Shaping ;Default ;
237;Dst NAT 10.9.1.60:4444,Client;to-Business-Connector-Test-194-145-239-22;;Port-445 TCP  445;Ref: net-62.27.121.64-26 -Onventis-Business-Connector 62.27.121.64/26;Source: default Destination: default;194.145.239.22 ;Any ;Always ;No-Shaping ;Default ;
238;Dst NAT 10.9.1.54:4444,Client;to-Business-Connector-Produktiv-194-145-239-22;;Port-446 TCP  446;Ref: net-62.27.121.64-26 -Onventis-Business-Connector 62.27.121.64/26;Source: default Destination: default;194.145.239.22 ;Any ;Always ;No-Shaping ;Default ;
239;Pass Client;Partners-to-Business-Connector-10-9-1-60;;Port-4444 TCP  4444;Ref: net-62.27.121.64-26 -Onventis-Business-Connector 62.27.121.64/26;Source: default Destination: default;Ref: h-10.9.1.60-consapbct.consinto.com , Ref: h-10.9.1.54-consapbcp.consinto.com 10.9.1.54, 10.9.1.60;Any ;Always ;No-Shaping ;Default ;
240;Pass Original Source IP;Allow-Internet-to-sip-balcke-duerr;;Ref: HTTPS , TCP  444 , Ref: Port-5061 , UDP  3478 , TCP  5269 TCP  443, TCP  444, TCP  5061, TCP  5269, UDP  3478;Ref: h-194.145.239.59-sip.balcke-duerr.com 194.145.239.59;Source: default Destination: default;Ref: World 0.0.0.0/0;Any ;Always ;No-Shaping ;Default ;
241;Pass Proxydyn;asnue32-Z1-Meesenger-172-16-250-64-to-81-16-50-36;;Ref: DNS , Ref: HTTP+S TCP  443, TCP  80, UDP  53;172.16.250.64 ;Source: default Destination: default;81.16.50.36 , 141.1.1.1;Any ;Always ;No-Shaping ;Default ;
243;Pass Client;Allow-Internet-to-DBSMDMNUE01;;Ref: HTTP+S , Ref: ICMP , TCP  8443 ECHO , TCP  443, TCP  80, TCP  8443;Ref: Internet 0.0.0.0/0, NOT 10.0.0.0/8, NOT 172.16.0.0/12, NOT 192.168.0.0/16;Source: default Destination: default;Ref: h-194.145.239.29-DBSMDMNUE01 194.145.239.29;Any ;Always ;No-Shaping ;Default ;
244;Pass Client;Allow-DBSMDMNUE01-to-Internet;;Ref: HTTP+S , TCP  2195 , TCP  2196 , Ref: ICMP ECHO , TCP  2195, TCP  2196, TCP  443, TCP  80;Ref: h-194.145.239.29-DBSMDMNUE01 194.145.239.29;Source: default Destination: default;Ref: Internet 0.0.0.0/0, NOT 10.0.0.0/8, NOT 172.16.0.0/12, NOT 192.168.0.0/16;Any ;Always ;No-Shaping ;Default ;
245;Pass Client;Allow-DBSMDMNUE01-to-DC;;Ref: LDAP , Ref: LDAP-SSL TCP  389, TCP  636, UDP  389;Ref: h-194.145.239.29-DBSMDMNUE01 194.145.239.29;Source: default Destination: default;Ref: h-10.9.0.10-consinto-DCNUE01 , Ref: h-10.9.0.16-consinto-DCNUE02 , Ref: h-10.112.1.101-C21L46SRV101 , Ref: h-MWIDCNUE01 , Ref: h-10.112.36.101-C21L46SRV101-NIC2 , 10.9.253.20 10.112.1.10, 10.112.1.101, 10.112.1.105, 10.112.36.101, 10.9.0.10, 10.9.0.16, 10.9.253.20;Any ;Always ;No-Shaping ;Default ;
246;Pass Client;Allow-DBSMDMNUE01-to-EXCHANGE;;Ref: SMTP , Ref: HTTP+S TCP  25, TCP  443, TCP  80;Ref: h-194.145.239.29-DBSMDMNUE01 194.145.239.29;Source: default Destination: default;Ref: h-10.9.0.11-consinto-EXNUE01 10.9.0.11;Any ;Always ;No-Shaping ;Default ;
247;Pass Client;Allow-DBSMDMNUE01-to-DBNUE01;;TCP  1433;Ref: h-194.145.239.29-DBSMDMNUE01 194.145.239.29;Source: default Destination: default;Ref: h-10.9.0.59-DBNUE01 , 10.9.253.17 10.9.0.59, 10.9.253.17;Any ;Always ;No-Shaping ;Default ;
248;Pass Client;Allow-DBSMDMNUE01-to-ASNUE02;;TCP  8530;Ref: h-194.145.239.29-DBSMDMNUE01 194.145.239.29;Source: default Destination: default;Ref: h-10.9.0.13-consinto-ASNUE02 10.9.0.13;Any ;Always ;No-Shaping ;Default ;
249;Pass Client;Allow-Consinto-Client-LAN-10-9-15-0-to-DBSMDMNUE01;;Ref: RDP , Ref: HTTP+S , TCP  8081 , Ref: ICMP , TCP  9090 ECHO , TCP  3389, TCP  443, TCP  80, TCP  8081, TCP  9090;Ref: net-10-9-15-Consinto-Clients-Nbg 10.9.15.0/24;Source: default Destination: default;Ref: h-194.145.239.29-DBSMDMNUE01 194.145.239.29;Any ;Always ;No-Shaping ;Default ;
250;Pass Client;Allow-lync-sip-consinto-com-to-DMZ;;Ref: Lync-Ports TCP  443, TCP  444, TCP  50000-59999, TCP  5061, TCP  5269, TCP  53, TCP  80, UDP  3478, UDP  50000-59999, UDP  53;Ref: Internet 0.0.0.0/0, NOT 10.0.0.0/8, NOT 172.16.0.0/12, NOT 192.168.0.0/16;Source: default Destination: default;Ref: h-194.145.239.124-lync-sip-EXTERN 194.145.239.124;Any ;Always ;No-Shaping ;Default ;
